Software Version,3.08.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,819,,,,,,,,,,,,,,4207,,879,,503,,1668,,775,,,,,,,,,,,,,,,,898,,746,,379,,339,,89,,,,,,,,,,,,,,,,38,,25,,30,,27,,108,,44,,,,,,,,,,,,,,,,,,,,,,,,
,820,,,,,,,,,,,,,,3894,,804,,480,,1516,,773,,,,,,,,,,,,,,,,804,,762,,326,,312,,91,,,,,,,,,,,,,,,,57,,37,,36,,68,,1,,48,,,,,,,,,,,,,,,,,,,,,,,,
,821,,,,,,,,,,,,,,3629,,678,,428,,1411,,704,,,,,,,,,,,,,,,,719,,720,,328,,337,,84,,,,,,,,,,,,,,,,9,,0,,55,,0,,88,,64,,,,,,,,,,,,,,,,,,,,,,,,
,822,,,,,,,,,,,,,,3514,,692,,411,,1358,,681,,,,,,,,,,,,,,,,676,,618,,369,,317,,88,,,,,,,,,,,,,,,,42,,13,,12,,28,,7,,65,,,,,,,,,,,,,,,,,,,,,,,,
,823,,,,,,,,,,,,,,3163,,626,,380,,1241,,599,,,,,,,,,,,,,,,,667,,616,,303,,250,,86,,,,,,,,,,,,,,,,38,,9,,33,,12,,55,,59,,,,,,,,,,,,,,,,,,,,,,,,
,824,,,,,,,,,,,,,,3100,,572,,373,,1163,,576,,,,,,,,,,,,,,,,598,,564,,271,,244,,73,,,,,,,,,,,,,,,,12,,16,,37,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
,825,,,,,,,,,,,,,,2899,,565,,323,,1070,,559,,,,,,,,,,,,,,,,603,,522,,270,,260,,73,,,,,,,,,,,,,,,,57,,28,,30,,37,,22,,45,,,,,,,,,,,,,,,,,,,,,,,,
,826,,,,,,,,,,,,,,2582,,539,,309,,1003,,491,,,,,,,,,,,,,,,,526,,441,,246,,242,,83,,,,,,,,,,,,,,,,40,,5,,30,,31,,125,,173,,,,,,,,,,,,,,,,,,,,,,,,
,827,,,,,,,,,,,,,,2545,,484,,325,,981,,480,,,,,,,,,,,,,,,,477,,459,,198,,243,,87,,,,,,,,,,,,,,,,29,,10,,0,,41,,13,,94,,,,,,,,,,,,,,,,,,,,,,,,
,828,,,,,,,,,,,,,,2389,,476,,285,,933,,415,,,,,,,,,,,,,,,,513,,417,,238,,218,,73,,,,,,,,,,,,,,,,19,,32,,0,,47,,37,,28,,,,,,,,,,,,,,,,,,,,,,,,
,829,,,,,,,,,,,,,,2193,,396,,263,,835,,429,,,,,,,,,,,,,,,,450,,391,,228,,185,,74,,,,,,,,,,,,,,,,55,,22,,0,,0,,44,,74,,,,,,,,,,,,,,,,,,,,,,,,
,830,,,,,,,,,,,,,,1973,,381,,205,,750,,398,,,,,,,,,,,,,,,,418,,323,,188,,158,,53,,,,,,,,,,,,,,,,79,,0,,14,,100,,78,,0,,,,,,,,,,,,,,,,,,,,,,,,
,831,,,,,,,,,,,,,,1970,,366,,183,,678,,333,,,,,,,,,,,,,,,,381,,389,,153,,148,,54,,,,,,,,,,,,,,,,3,,0,,0,,34,,39,,11,,,,,,,,,,,,,,,,,,,,,,,,
,832,,,,,,,,,,,,,,1788,,323,,204,,650,,285,,,,,,,,,,,,,,,,371,,288,,166,,178,,51,,,,,,,,,,,,,,,,23,,9,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
,833,,,,,,,,,,,,,,1700,,334,,195,,618,,291,,,,,,,,,,,,,,,,350,,274,,159,,153,,51,,,,,,,,,,,,,,,,38,,0,,95,,101,,86,,214,,,,,,,,,,,,,,,,,,,,,,,,
,834,,,,,,,,,,,,,,1652,,341,,191,,549,,281,,,,,,,,,,,,,,,,343,,341,,148,,146,,44,,,,,,,,,,,,,,,,38,,32,,48,,2,,77,,0,,,,,,,,,,,,,,,,,,,,,,,,
,835,,,,,,,,,,,,,,1449,,282,,184,,599,,291,,,,,,,,,,,,,,,,309,,222,,133,,161,,101,,,,,,,,,,,,,,,,0,,0,,38,,52,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
,836,,,,,,,,,,,,,,1385,,255,,157,,492,,254,,,,,,,,,,,,,,,,238,,217,,168,,156,,27,,,,,,,,,,,,,,,,71,,11,,0,,27,,98,,66,,,,,,,,,,,,,,,,,,,,,,,,
,837,,,,,,,,,,,,,,1329,,258,,160,,452,,227,,,,,,,,,,,,,,,,280,,253,,137,,148,,37,,,,,,,,,,,,,,,,5,,22,,109,,51,,27,,67,,,,,,,,,,,,,,,,,,,,,,,,
,838,,,,,,,,,,,,,,1330,,299,,131,,487,,216,,,,,,,,,,,,,,,,230,,204,,112,,112,,31,,,,,,,,,,,,,,,,22,,0,,51,,61,,190,,237,,,,,,,,,,,,,,,,,,,,,,,,
,839,,,,,,,,,,,,,,1295,,251,,152,,469,,211,,,,,,,,,,,,,,,,226,,308,,120,,143,,29,,,,,,,,,,,,,,,,31,,6,,34,,0,,0,,117,,,,,,,,,,,,,,,,,,,,,,,,
,840,,,,,,,,,,,,,,1196,,217,,132,,407,,180,,,,,,,,,,,,,,,,239,,232,,45,,76,,86,,,,,,,,,,,,,,,,46,,31,,111,,0,,0,,15,,,,,,,,,,,,,,,,,,,,,,,,
,841,,,,,,,,,,,,,,1076,,228,,123,,361,,182,,,,,,,,,,,,,,,,200,,239,,112,,152,,48,,,,,,,,,,,,,,,,41,,66,,0,,102,,0,,161,,,,,,,,,,,,,,,,,,,,,,,,
,842,,,,,,,,,,,,,,983,,170,,106,,435,,182,,,,,,,,,,,,,,,,182,,151,,116,,107,,98,,,,,,,,,,,,,,,,0,,0,,203,,56,,247,,69,,,,,,,,,,,,,,,,,,,,,,,,
,843,,,,,,,,,,,,,,1026,,208,,87,,316,,168,,,,,,,,,,,,,,,,166,,150,,54,,88,,67,,,,,,,,,,,,,,,,0,,65,,29,,146,,128,,138,,,,,,,,,,,,,,,,,,,,,,,,
,844,,,,,,,,,,,,,,809,,188,,96,,265,,147,,,,,,,,,,,,,,,,207,,157,,97,,52,,71,,,,,,,,,,,,,,,,3,,0,,95,,115,,118,,0,,,,,,,,,,,,,,,,,,,,,,,,
,845,,,,,,,,,,,,,,829,,177,,67,,315,,176,,,,,,,,,,,,,,,,225,,145,,53,,149,,144,,,,,,,,,,,,,,,,25,,155,,38,,227,,107,,0,,,,,,,,,,,,,,,,,,,,,,,,
,846,,,,,,,,,,,,,,810,,139,,107,,264,,124,,,,,,,,,,,,,,,,140,,184,,123,,37,,0,,,,,,,,,,,,,,,,38,,9,,0,,231,,221,,121,,,,,,,,,,,,,,,,,,,,,,,,
,847,,,,,,,,,,,,,,618,,153,,53,,280,,146,,,,,,,,,,,,,,,,160,,146,,51,,107,,79,,,,,,,,,,,,,,,,29,,0,,0,,0,,0,,265,,,,,,,,,,,,,,,,,,,,,,,,
,848,,,,,,,,,,,,,,614,,90,,62,,248,,13,,,,,,,,,,,,,,,,85,,69,,18,,22,,58,,,,,,,,,,,,,,,,0,,0,,0,,153,,207,,191,,,,,,,,,,,,,,,,,,,,,,,,
,849,,,,,,,,,,,,,,637,,141,,91,,219,,135,,,,,,,,,,,,,,,,83,,155,,74,,0,,133,,,,,,,,,,,,,,,,199,,0,,0,,0,,373,,220,,,,,,,,,,,,,,,,,,,,,,,,
,850,,,,,,,,,,,,,,548,,104,,55,,225,,49,,,,,,,,,,,,,,,,56,,138,,48,,134,,0,,,,,,,,,,,,,,,,132,,60,,466,,80,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B,?????,15105,?????,5093,?????,4695,?????,26735,?????,19011,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,?????,28131,?????,34618,?????,19671,?????,44423,?????,93893,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F,?????,38183,?????,3946,?????,16503,?????,20699,?????,7816,?????,4822,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,Mean Max RFU [EM Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
